$Date,$Time,Pc_OIT_24Real[000],Pc_OIT_24Real[004],DeltaTPid.Pid_SP,Pc_OIT_24Real[001]Pid.Pid_SP,Pc_OIT_24Real[001],FT1501.Value
07/01/16,13:29:00,2.912419,77,0,220,201.8774,3015.323
07/01/16,13:30:00,2.912419,77,0,220,202.0266,3024.534
07/01/16,13:31:00,2.912419,77,0,220,201.2808,3024.534
07/01/16,13:32:00,2.912419,77,0,220,201.5791,3037.244
07/01/16,13:33:00,2.912419,77,0,220,200.6991,3029.199
07/01/16,13:34:00,2.912419,77,0,220,200.2516,3021.153
07/01/16,13:35:00,2.912419,77,0,220,199.5208,3005.062
07/01/16,13:36:00,2.912419,77,0,220,199.5208,3028.033
07/01/16,13:37:00,2.912419,77,0,220,199.5208,3019.987
07/01/16,13:38:00,2.912419,77,0,220,199.0733,3036.078
07/01/16,13:39:00,2.912419,77,0,220,198.9241,3024.534
07/01/16,13:40:00,2.912419,77,0,220,199.2224,3030.365
07/01/16,13:41:00,2.912419,77,0,220,198.9241,3030.365
07/01/16,13:42:00,2.912419,77,0,220,199.0733,3024.534
07/01/16,13:43:00,2.912419,77,0,220,198.3424,3030.365
07/01/16,13:44:00,2.912419,77,0,220,198.4916,3028.033
07/01/16,13:45:00,2.912419,77,0,220,198.0441,3028.033
07/01/16,13:46:00,2.912419,77,0,220,198.0441,3018.821
07/01/16,13:47:00,2.912419,77,0,220,197.8949,3032.697
07/01/16,13:48:00,2.912419,77,0,220,197.5966,3031.531
07/01/16,13:49:00,2.912419,77,0,220,197.8949,3029.199
07/01/16,13:50:00,2.912419,77,0,220,197.0149,3008.444
07/01/16,13:51:00,2.912419,77,0,220,197.4475,3014.274
07/01/16,13:52:00,2.912419,77,0,220,197.4475,3026.866
