$Date,$Time,Pc_OIT_24Real[000],Pc_OIT_24Real[004],DeltaTPid.Pid_SP,Pc_OIT_24Real[001]Pid.Pid_SP,Pc_OIT_24Real[001],FT1501.Value
07/03/16,03:21:00,,,,,,
07/03/16,03:22:00,,,,,,
07/03/16,03:23:00,,,,,,
07/03/16,03:24:00,,,,,,
07/03/16,03:25:00,,,,,,
07/03/16,03:26:00,,,,,,
07/03/16,03:27:00,,,,,,
07/03/16,03:28:00,,,,,,
07/03/16,03:29:00,,,,,,
07/03/16,03:30:00,,,,,,
07/03/16,03:31:00,,,,,,
07/03/16,03:32:00,,,,,,
07/03/16,03:33:00,,,,,,
07/03/16,03:34:00,,,,,,
07/03/16,03:35:00,,,,,,
07/03/16,03:36:00,,,,,,
07/03/16,03:37:00,,,,,,
07/03/16,03:38:00,,,,,,
07/03/16,03:39:00,,,,,,
07/03/16,03:40:00,,,,,,
07/03/16,03:41:00,,,,,,
07/03/16,03:42:00,,,,,,
07/03/16,03:43:00,,,,,,
07/03/16,03:44:00,,,,,,
07/03/16,03:45:00,,,,,,
07/03/16,03:46:00,,,,,,
07/03/16,03:47:00,,,,,,
07/03/16,03:48:00,,,,,,
07/03/16,03:49:00,,,,,,
07/03/16,03:50:00,,,,,,
07/03/16,03:51:00,,,,,,
07/03/16,03:52:00,,,,,,
07/03/16,03:53:00,,,,,,
07/03/16,03:54:00,,,,,,
07/03/16,03:55:00,,,,,,
07/03/16,03:56:00,,,,,,
07/03/16,03:57:00,,,,,,
07/03/16,03:58:00,,,,,,
07/03/16,03:59:00,,,,,,
07/03/16,04:00:00,,,,,,
07/03/16,04:01:00,,,,,,
07/03/16,04:02:00,,,,,,
07/03/16,04:03:00,,,,,,
07/03/16,04:04:00,,,,,,
07/03/16,04:05:00,,,,,,
07/03/16,04:06:00,,,,,,
07/03/16,04:07:00,,,,,,
07/03/16,04:08:00,,,,,,
07/03/16,04:09:00,,,,,,
07/03/16,04:10:00,,,,,,
07/03/16,04:11:00,,,,,,
07/03/16,04:12:00,,,,,,
07/03/16,04:13:00,,,,,,
07/03/16,04:14:00,,,,,,
07/03/16,04:15:00,,,,,,
07/03/16,04:16:00,,,,,,
07/03/16,04:17:00,,,,,,
07/03/16,04:18:00,,,,,,
07/03/16,04:19:00,,,,,,
07/03/16,04:20:00,,,,,,
07/03/16,04:21:00,,,,,,
07/03/16,04:22:00,,,,,,
07/03/16,04:23:00,,,,,,
07/03/16,04:24:00,,,,,,
07/03/16,04:25:00,,,,,,
07/03/16,04:26:00,,,,,,
07/03/16,04:27:00,,,,,,
07/03/16,04:28:00,,,,,,
07/03/16,04:29:00,,,,,,
07/03/16,04:30:00,,,,,,
07/03/16,04:31:00,,,,,,
07/03/16,04:32:00,,,,,,
07/03/16,04:33:00,,,,,,
07/03/16,04:34:00,,,,,,
07/03/16,04:35:00,,,,,,
07/03/16,04:36:00,,,,,,
07/03/16,04:37:00,,,,,,
07/03/16,04:38:00,,,,,,
07/03/16,04:39:00,,,,,,
07/03/16,04:40:00,,,,,,
07/03/16,04:41:00,,,,,,
07/03/16,04:42:00,,,,,,
07/03/16,04:43:00,,,,,,
07/03/16,04:44:00,,,,,,
07/03/16,04:45:00,,,,,,
07/03/16,04:46:00,,,,,,
07/03/16,04:47:00,,,,,,
07/03/16,04:48:00,,,,,,
07/03/16,04:49:00,,,,,,
07/03/16,04:50:00,,,,,,
07/03/16,04:51:00,,,,,,
07/03/16,04:52:00,,,,,,
07/03/16,04:53:00,,,,,,
07/03/16,04:54:00,,,,,,
07/03/16,04:55:00,,,,,,
07/03/16,04:56:00,,,,,,
07/03/16,04:57:00,,,,,,
07/03/16,04:58:00,,,,,,
07/03/16,04:59:00,,,,,,
07/03/16,05:00:00,,,,,,
07/03/16,05:01:00,,,,,,
07/03/16,05:02:00,,,,,,
07/03/16,05:03:00,,,,,,
07/03/16,05:04:00,,,,,,
07/03/16,05:05:00,,,,,,
07/03/16,05:06:00,,,,,,
07/03/16,05:07:00,,,,,,
07/03/16,05:08:00,,,,,,
07/03/16,05:09:00,,,,,,
07/03/16,05:10:00,,,,,,
07/03/16,05:11:00,,,,,,
07/03/16,05:12:00,,,,,,
07/03/16,05:13:00,,,,,,
07/03/16,05:14:00,,,,,,
07/03/16,05:15:00,,,,,,
07/03/16,05:16:00,,,,,,
07/03/16,05:17:00,,,,,,
07/03/16,05:18:00,,,,,,
07/03/16,05:19:00,,,,,,
07/03/16,05:20:00,,,,,,
07/03/16,05:21:00,,,,,,
07/03/16,05:22:00,,,,,,
07/03/16,05:23:00,,,,,,
07/03/16,05:24:00,,,,,,
07/03/16,05:25:00,,,,,,
07/03/16,05:26:00,,,,,,
07/03/16,05:27:00,,,,,,
07/03/16,05:28:00,,,,,,
07/03/16,05:29:00,,,,,,
07/03/16,05:30:00,,,,,,
07/03/16,05:31:00,,,,,,
07/03/16,05:32:00,,,,,,
07/03/16,05:33:00,,,,,,
07/03/16,05:34:00,,,,,,
07/03/16,05:35:00,,,,,,
07/03/16,05:36:00,,,,,,
07/03/16,05:37:00,,,,,,
07/03/16,05:38:00,,,,,,
07/03/16,05:39:00,,,,,,
07/03/16,05:40:00,,,,,,
07/03/16,05:41:00,,,,,,
07/03/16,05:42:00,,,,,,
07/03/16,05:43:00,,,,,,
07/03/16,05:44:00,,,,,,
07/03/16,05:45:00,,,,,,
07/03/16,05:46:00,,,,,,
07/03/16,05:47:00,,,,,,
07/03/16,05:48:00,,,,,,
07/03/16,05:49:00,,,,,,
07/03/16,05:50:00,,,,,,
07/03/16,05:51:00,,,,,,
07/03/16,05:52:00,,,,,,
07/03/16,05:53:00,,,,,,
07/03/16,05:54:00,,,,,,
07/03/16,05:55:00,,,,,,
07/03/16,05:56:00,,,,,,
07/03/16,05:57:00,,,,,,
07/03/16,05:58:00,,,,,,
07/03/16,05:59:00,,,,,,
07/03/16,06:00:00,,,,,,
07/03/16,06:01:00,,,,,,
07/03/16,06:02:00,,,,,,
07/03/16,06:03:00,,,,,,
07/03/16,06:04:00,,,,,,
07/03/16,06:05:00,,,,,,
07/03/16,06:06:00,,,,,,
07/03/16,06:07:00,,,,,,
07/03/16,06:08:00,,,,,,
07/03/16,06:09:00,,,,,,
07/03/16,06:10:00,,,,,,
07/03/16,06:11:00,,,,,,
07/03/16,06:12:00,,,,,,
07/03/16,06:13:00,,,,,,
07/03/16,06:14:00,,,,,,
07/03/16,06:15:00,,,,,,
07/03/16,06:16:00,,,,,,
07/03/16,06:17:00,,,,,,
07/03/16,06:18:00,,,,,,
07/03/16,06:19:00,,,,,,
07/03/16,06:20:00,,,,,,
07/03/16,06:21:00,,,,,,
07/03/16,06:22:00,,,,,,
07/03/16,06:23:00,,,,,,
07/03/16,06:24:00,,,,,,
07/03/16,06:25:00,,,,,,
07/03/16,06:26:00,,,,,,
07/03/16,06:27:00,,,,,,
07/03/16,06:28:00,,,,,,
07/03/16,06:29:00,,,,,,
07/03/16,06:30:00,,,,,,
07/03/16,06:31:00,,,,,,
07/03/16,06:32:00,,,,,,
07/03/16,06:33:00,,,,,,
07/03/16,06:34:00,,,,,,
07/03/16,06:35:00,,,,,,
07/03/16,06:36:00,,,,,,
07/03/16,06:37:00,,,,,,
07/03/16,06:38:00,,,,,,
07/03/16,06:39:00,,,,,,
07/03/16,06:40:00,,,,,,
07/03/16,06:41:00,,,,,,
07/03/16,06:42:00,,,,,,
07/03/16,06:43:00,,,,,,
07/03/16,06:44:00,,,,,,
07/03/16,06:45:00,,,,,,
07/03/16,06:46:00,,,,,,
07/03/16,06:47:00,,,,,,
07/03/16,06:48:00,,,,,,
07/03/16,06:49:00,,,,,,
07/03/16,06:50:00,,,,,,
07/03/16,06:51:00,,,,,,
07/03/16,06:52:00,,,,,,
07/03/16,06:53:00,,,,,,
07/03/16,06:54:00,,,,,,
07/03/16,06:55:00,,,,,,
07/03/16,06:56:00,,,,,,
07/03/16,06:57:00,,,,,,
07/03/16,06:58:00,,,,,,
07/03/16,06:59:00,,,,,,
07/03/16,07:00:00,,,,,,
07/03/16,07:01:00,,,,,,
07/03/16,07:02:00,,,,,,
07/03/16,07:03:00,,,,,,
07/03/16,07:04:00,,,,,,
07/03/16,07:05:00,,,,,,
07/03/16,07:06:00,,,,,,
07/03/16,07:07:00,,,,,,
07/03/16,07:08:00,,,,,,
07/03/16,07:09:00,,,,,,
07/03/16,07:10:00,,,,,,
07/03/16,07:11:00,,,,,,
07/03/16,07:12:00,,,,,,
07/03/16,07:13:00,,,,,,
07/03/16,07:14:00,,,,,,
07/03/16,07:15:00,,,,,,
07/03/16,07:16:00,,,,,,
07/03/16,07:17:00,,,,,,
07/03/16,07:18:00,,,,,,
07/03/16,07:19:00,,,,,,
07/03/16,07:20:00,,,,,,
07/03/16,07:21:00,,,,,,
07/03/16,07:22:00,,,,,,
07/03/16,07:23:00,,,,,,
07/03/16,07:24:00,,,,,,
07/03/16,07:25:00,,,,,,
07/03/16,07:26:00,,,,,,
07/03/16,07:27:00,,,,,,
07/03/16,07:28:00,,,,,,
07/03/16,07:29:00,,,,,,
07/03/16,07:30:00,,,,,,
07/03/16,07:31:00,,,,,,
07/03/16,07:32:00,,,,,,
07/03/16,07:33:00,,,,,,
07/03/16,07:34:00,,,,,,
07/03/16,07:35:00,,,,,,
07/03/16,07:36:00,,,,,,
07/03/16,07:37:00,,,,,,
07/03/16,07:38:00,,,,,,
07/03/16,07:39:00,,,,,,
07/03/16,07:40:00,,,,,,
07/03/16,07:41:00,,,,,,
07/03/16,07:42:00,,,,,,
07/03/16,07:43:00,,,,,,
07/03/16,07:44:00,,,,,,
07/03/16,07:45:00,,,,,,
07/03/16,07:46:00,,,,,,
07/03/16,07:47:00,,,,,,
07/03/16,07:48:00,,,,,,
07/03/16,07:49:00,,,,,,
07/03/16,07:50:00,,,,,,
07/03/16,07:51:00,,,,,,
07/03/16,07:52:00,,,,,,
07/03/16,07:53:00,,,,,,
07/03/16,07:54:00,,,,,,
07/03/16,07:55:00,,,,,,
07/03/16,07:56:00,,,,,,
07/03/16,07:57:00,,,,,,
07/03/16,07:58:00,,,,,,
07/03/16,07:59:00,,,,,,
07/03/16,08:00:00,,,,,,
07/03/16,08:01:00,,,,,,
07/03/16,08:02:00,,,,,,
07/03/16,08:03:00,,,,,,
07/03/16,08:04:00,,,,,,
07/03/16,08:05:00,,,,,,
07/03/16,08:06:00,,,,,,
07/03/16,08:07:00,,,,,,
07/03/16,08:08:00,,,,,,
07/03/16,08:09:00,,,,,,
07/03/16,08:10:00,,,,,,
07/03/16,08:11:00,,,,,,
07/03/16,08:12:00,,,,,,
07/03/16,08:13:00,,,,,,
07/03/16,08:14:00,,,,,,
07/03/16,08:15:00,,,,,,
07/03/16,08:16:00,,,,,,
07/03/16,08:17:00,,,,,,
07/03/16,08:18:00,,,,,,
07/03/16,08:19:00,,,,,,
07/03/16,08:20:00,,,,,,
07/03/16,08:21:00,,,,,,
07/03/16,08:22:00,,,,,,
07/03/16,08:23:00,,,,,,
07/03/16,08:24:00,,,,,,
07/03/16,08:25:00,,,,,,
07/03/16,08:26:00,,,,,,
07/03/16,08:27:00,,,,,,
07/03/16,08:28:00,,,,,,
07/03/16,08:29:00,,,,,,
07/03/16,08:30:00,,,,,,
07/03/16,08:31:00,,,,,,
07/03/16,08:32:00,,,,,,
07/03/16,08:33:00,,,,,,
07/03/16,08:34:00,,,,,,
07/03/16,08:35:00,,,,,,
07/03/16,08:36:00,,,,,,
07/03/16,08:37:00,,,,,,
07/03/16,08:38:00,,,,,,
07/03/16,08:39:00,,,,,,
07/03/16,08:40:00,,,,,,
07/03/16,08:41:00,,,,,,
07/03/16,08:42:00,,,,,,
07/03/16,08:43:00,,,,,,
07/03/16,08:44:00,,,,,,
07/03/16,08:45:00,,,,,,
07/03/16,08:46:00,,,,,,
07/03/16,08:47:00,,,,,,
07/03/16,08:48:00,,,,,,
07/03/16,08:49:00,,,,,,
07/03/16,08:50:00,,,,,,
07/03/16,08:51:00,,,,,,
07/03/16,08:52:00,,,,,,
07/03/16,08:53:00,,,,,,
07/03/16,08:54:00,,,,,,
07/03/16,08:55:00,,,,,,
07/03/16,08:56:00,,,,,,
07/03/16,08:57:00,,,,,,
07/03/16,08:58:00,,,,,,
07/03/16,08:59:00,,,,,,
07/03/16,09:00:00,,,,,,
07/03/16,09:01:00,,,,,,
07/03/16,09:02:00,,,,,,
07/03/16,09:03:00,,,,,,
07/03/16,09:04:00,,,,,,
07/03/16,09:05:00,,,,,,
07/03/16,09:06:00,,,,,,
07/03/16,09:07:00,,,,,,
07/03/16,09:08:00,,,,,,
07/03/16,09:09:00,,,,,,
07/03/16,09:10:00,,,,,,
07/03/16,09:11:00,,,,,,
07/03/16,09:12:00,,,,,,
07/03/16,09:13:00,,,,,,
07/03/16,09:14:00,,,,,,
07/03/16,09:15:00,,,,,,
07/03/16,09:16:00,,,,,,
07/03/16,09:17:00,,,,,,
07/03/16,09:18:00,,,,,,
07/03/16,09:19:00,,,,,,
07/03/16,09:20:00,,,,,,
07/03/16,09:21:00,,,,,,
07/03/16,09:22:00,,,,,,
07/03/16,09:23:00,,,,,,
07/03/16,09:24:00,,,,,,
07/03/16,09:25:00,,,,,,
07/03/16,09:26:00,,,,,,
07/03/16,09:27:00,,,,,,
07/03/16,09:28:00,,,,,,
07/03/16,09:29:00,,,,,,
07/03/16,09:30:00,,,,,,
07/03/16,09:31:00,,,,,,
07/03/16,09:32:00,,,,,,
07/03/16,09:33:00,,,,,,
07/03/16,09:34:00,,,,,,
07/03/16,09:35:00,,,,,,
07/03/16,09:36:00,,,,,,
07/03/16,09:37:00,,,,,,
07/03/16,09:38:00,,,,,,
07/03/16,09:39:00,,,,,,
07/03/16,09:40:00,,,,,,
07/03/16,09:41:00,,,,,,
07/03/16,09:42:00,,,,,,
07/03/16,09:43:00,,,,,,
07/03/16,09:44:00,,,,,,
07/03/16,09:45:00,,,,,,
07/03/16,09:46:00,,,,,,
07/03/16,09:47:00,,,,,,
07/03/16,09:48:00,,,,,,
07/03/16,09:49:00,,,,,,
07/03/16,09:50:00,,,,,,
07/03/16,09:51:00,,,,,,
07/03/16,09:52:00,,,,,,
07/03/16,09:53:00,,,,,,
07/03/16,09:54:00,,,,,,
07/03/16,09:55:00,,,,,,
07/03/16,09:56:00,,,,,,
07/03/16,09:57:00,,,,,,
07/03/16,09:58:00,,,,,,
07/03/16,09:59:00,,,,,,
07/03/16,10:00:00,,,,,,
07/03/16,10:01:00,,,,,,
07/03/16,10:02:00,,,,,,
07/03/16,10:03:00,,,,,,
07/03/16,10:04:00,,,,,,
07/03/16,10:05:00,,,,,,
07/03/16,10:06:00,,,,,,
07/03/16,10:07:00,,,,,,
07/03/16,10:08:00,,,,,,
07/03/16,10:09:00,,,,,,
07/03/16,10:10:00,,,,,,
07/03/16,10:11:00,,,,,,
07/03/16,10:12:00,,,,,,
07/03/16,10:13:00,,,,,,
07/03/16,10:14:00,,,,,,
07/03/16,10:15:00,,,,,,
07/03/16,10:16:00,,,,,,
07/03/16,10:17:00,,,,,,
07/03/16,10:18:00,,,,,,
07/03/16,10:19:00,,,,,,
07/03/16,10:20:00,,,,,,
07/03/16,10:21:00,,,,,,
07/03/16,10:22:00,,,,,,
07/03/16,10:23:00,1.847723,80,3.92614,220,0,0.1166018
07/03/16,10:24:00,1.857958,80,4.036603,220,0,0.1166018
07/03/16,10:25:00,1.857958,80,3.943032,220,0,0.1166018
07/03/16,10:26:00,1.857958,80,3.940551,220,0,0.1166018
07/03/16,10:27:00,1.857958,80,3.935348,220,0,0.1166018
07/03/16,10:28:00,1.847832,80,4.037687,220,0,0.1166018
07/03/16,10:29:00,1.847832,80,3.896614,220,0,0.1166018
07/03/16,10:30:00,1.857852,80,4.146008,220,0,0.1166018
07/03/16,10:31:00,1.857852,80,4.13744,220,0,0.1166018
07/03/16,10:32:00,1.857852,80,3.933338,220,0,0.1166018
07/03/16,10:33:00,1.847684,80,4.027429,220,0,0.1166018
07/03/16,10:34:00,1.857883,80,4.117985,220,0,0.1166018
07/03/16,10:35:00,1.84776,80,4.021172,220,0,1.28262
07/03/16,10:36:00,1.857787,80,3.987801,220,0,0.1166018
07/03/16,10:37:00,1.857787,80,3.935133,220,0,0.1166018
07/03/16,10:38:00,1.857787,80,4.138367,220,0,0.1166018
07/03/16,10:39:00,1.857787,80,4.068285,220,0,0.1166018
07/03/16,10:40:00,1.857759,80,3.836253,220,0,0.1166018
07/03/16,10:41:00,1.857759,80,3.947101,220,0,0.1166018
07/03/16,10:42:00,1.847574,80,4.074987,220,0,0.1166018
07/03/16,10:43:00,1.857769,80,4.020937,220,0,0.1166018
07/03/16,10:44:00,1.847617,80,3.918291,220,0,0.1166018
07/03/16,10:45:00,1.847617,80,3.855066,220,0,0.1166018
07/03/16,10:46:00,1.84768,80,3.751131,220,0,0.1166018
07/03/16,10:47:00,1.84768,80,3.728202,220,0,0.1166018
07/03/16,10:48:00,1.84768,80,3.810392,220,0,0.1166018
07/03/16,10:49:00,1.847803,80,3.839004,220,0,0.1166018
07/03/16,10:50:00,1.847904,80,3.83746,220,0,0.1166018
07/03/16,10:51:00,1.847904,80,3.77758,220,0,0.1166018
07/03/16,10:52:00,1.857963,80,3.798907,220,0,0.1166018
07/03/16,10:53:00,1.857963,80,3.837652,220,0,0.1166018
07/03/16,10:54:00,1.85775,80,3.876258,220,0,0.1166018
07/03/16,10:55:00,1.85775,80,3.833723,220,0,0.1166018
07/03/16,10:56:00,1.847695,80,3.836837,220,0,0.1166018
07/03/16,10:57:00,1.857394,80,3.786887,220,0,0
07/03/16,10:58:00,1.857394,80,3.760757,220,0,0.1166018
07/03/16,10:59:00,1.857394,80,3.799002,220,0,0.1166018
07/03/16,11:00:00,1.857394,80,3.798421,220,0,0.1166018
07/03/16,11:01:00,1.857394,80,3.777899,220,0,0.1166018
07/03/16,11:02:00,1.857394,80,3.945316,220,0,0.1166018
07/03/16,11:03:00,1.857394,80,3.863103,220,0,0.1166018
07/03/16,11:04:00,1.857394,80,3.879899,220,0,0.1166018
07/03/16,11:05:00,1.857394,80,3.774014,220,0,0.1166018
07/03/16,11:06:00,1.857394,80,3.837413,220,0,0.1166018
07/03/16,11:07:00,1.857394,80,3.97126,220,0,0.1166018
07/03/16,11:08:00,1.857394,80,3.748918,220,0,0.1166018
07/03/16,11:09:00,1.857394,80,3.765057,220,0,0.1166018
07/03/16,11:10:00,1.857394,80,3.877087,220,0,0
07/03/16,11:11:00,1.857394,80,3.773785,220,0,0.1166018
07/03/16,11:12:00,1.857394,80,3.680494,220,0,0.1166018
07/03/16,11:13:00,1.857394,80,3.749869,220,0,0.1166018
07/03/16,11:14:00,1.857394,80,3.746497,220,0,0.1166018
07/03/16,11:15:00,1.857394,80,3.648061,220,0,0.1166018
07/03/16,11:16:00,1.857394,80,3.849003,220,0,0.1166018
07/03/16,11:17:00,1.857394,80,3.648586,220,0,0.1166018
07/03/16,11:18:00,1.857567,80,3.648075,220,0,0.1166018
07/03/16,11:19:00,1.847564,80,3.844093,220,0,0.1166018
07/03/16,11:20:00,1.847564,80,3.656777,220,0,0.1166018
07/03/16,11:21:00,1.857665,80,3.618562,220,0,0.1166018
07/03/16,11:22:00,1.847587,80,3.615323,220,0,0.1166018
07/03/16,11:23:00,1.847587,80,3.61491,220,0,0.1166018
07/03/16,11:24:00,1.857808,80,3.700366,220,0,0.1166018
07/03/16,11:25:00,1.857594,80,3.596375,220,0,0.1166018
07/03/16,11:26:00,1.857594,80,3.67107,220,0,0.1166018
07/03/16,11:27:00,1.857594,80,3.665602,220,0,0.1166018
07/03/16,11:28:00,1.857594,80,3.56692,220,0,0.1166018
07/03/16,11:29:00,1.847546,80,3.67102,220,0,0.1166018
07/03/16,11:30:00,1.857723,80,3.489972,220,0,0.1166018
07/03/16,11:31:00,1.857723,80,3.575461,220,0,0.1166018
07/03/16,11:32:00,1.847664,80,3.563553,220,0,0.1166018
07/03/16,11:33:00,1.847664,80,3.55213,220,0,0.1166018
07/03/16,11:34:00,1.847664,80,3.555696,220,0,0.1166018
07/03/16,11:35:00,1.847748,80,3.754298,220,0,1.28262
07/03/16,11:36:00,1.847748,80,3.654453,220,0,0.1166018
07/03/16,11:37:00,1.858103,80,3.654239,220,0,0.1166018
07/03/16,11:38:00,1.858103,80,3.649303,220,0,0.1166018
07/03/16,11:39:00,1.858103,80,3.648723,220,0,0.1166018
07/03/16,11:40:00,1.848039,80,3.521394,220,0,0.1166018
07/03/16,11:41:00,1.858083,80,3.557192,220,0,0.1166018
07/03/16,11:42:00,1.848011,80,3.551381,220,0,0.1166018
07/03/16,11:43:00,1.848011,80,3.543681,220,0,0.1166018
07/03/16,11:44:00,1.858027,80,3.634392,220,0,0.1166018
07/03/16,11:45:00,1.84795,80,3.626514,220,0,0.1166018
07/03/16,11:46:00,1.84795,80,3.737911,220,0,0.1166018
07/03/16,11:47:00,1.847928,80,3.674642,220,0,0.1166018
07/03/16,11:48:00,1.847525,80,3.492423,220,0,0.1166018
07/03/16,11:49:00,1.857639,80,3.670733,220,0,0.1166018
07/03/16,11:50:00,1.857639,80,3.582988,220,0,0.1166018
07/03/16,11:51:00,1.857639,80,3.675071,220,0,0.1166018
07/03/16,11:52:00,1.857639,80,3.760377,220,0,1.28262
07/03/16,11:53:00,1.847597,80,3.454739,220,0,0.1166018
07/03/16,11:54:00,1.847597,80,3.551424,220,0,0.1166018
07/03/16,11:55:00,1.857613,80,3.60094,220,0,0.1166018
07/03/16,11:56:00,1.847604,80,3.571408,220,0,0.1166018
07/03/16,11:57:00,1.847667,80,3.455575,220,0,0.1166018
07/03/16,11:58:00,1.857712,80,3.656576,220,0,0.1166018
07/03/16,11:59:00,1.857712,80,3.483282,220,0,0.1166018
07/03/16,12:00:00,1.857712,80,3.65282,220,0,0.1166018
07/03/16,12:01:00,1.857712,80,3.551659,220,0,0.1166018
07/03/16,12:02:00,1.847555,80,3.558308,220,0,0.1166018
07/03/16,12:03:00,1.847555,80,3.572529,220,0,0.1166018
07/03/16,12:04:00,1.847555,80,3.682262,220,0,0.1166018
07/03/16,12:05:00,1.857615,80,3.560034,220,0,0.1166018
07/03/16,12:06:00,1.857615,80,3.552277,220,0,0.1166018
07/03/16,12:07:00,1.857615,80,3.580585,220,0,0.1166018
07/03/16,12:08:00,1.857577,80,3.554695,220,0,0.1166018
07/03/16,12:09:00,1.857577,80,3.620466,220,0,0.1166018
07/03/16,12:10:00,1.857577,80,3.547854,220,0,0.1166018
07/03/16,12:11:00,1.857577,80,3.52951,220,0,0.1166018
07/03/16,12:12:00,1.857577,80,3.622615,220,0,0.1166018
07/03/16,12:13:00,1.847449,80,3.415935,220,0,0.1166018
07/03/16,12:14:00,1.847449,80,3.644897,220,0,0.1166018
07/03/16,12:15:00,1.857453,80,3.543712,220,0,0.1166018
07/03/16,12:16:00,1.857526,80,3.419937,220,0,0.1166018
07/03/16,12:17:00,1.857526,80,3.478511,220,0,0.1166018
07/03/16,12:18:00,1.847466,80,3.518833,220,0,0.1166018
07/03/16,12:19:00,1.857497,80,3.537407,220,0,0.1166018
07/03/16,12:20:00,1.847408,80,3.559022,220,0,0.1166018
07/03/16,12:21:00,1.847408,80,3.417883,220,0,0.1166018
07/03/16,12:22:00,1.857531,80,3.596732,220,0,0.1166018
07/03/16,12:23:00,1.847388,80,3.612622,220,0,0.1166018
07/03/16,12:24:00,1.857469,80,3.535003,220,0,0.1166018
07/03/16,12:25:00,1.857483,80,3.446395,220,0,0.1166018
07/03/16,12:26:00,1.85739,80,3.459358,220,0,0.1166018
07/03/16,12:27:00,1.85739,80,3.528908,220,0,0.1166018
07/03/16,12:28:00,1.85739,80,3.3531,220,0,0
07/03/16,12:29:00,1.85739,80,3.412175,220,0,0.1166018
07/03/16,12:30:00,1.847374,80,3.474792,220,0,0.1166018
07/03/16,12:31:00,1.857659,80,3.372585,220,0,0.1166018
07/03/16,12:32:00,1.857659,80,3.461114,220,0,0.1166018
07/03/16,12:33:00,1.857659,80,3.360809,220,0,0.1166018
07/03/16,12:34:00,1.857659,80,3.292375,220,0,0.1166018
07/03/16,12:35:00,1.857659,80,3.345174,220,0,0.1166018
07/03/16,12:36:00,1.857659,80,3.405021,220,0,0.1166018
07/03/16,12:37:00,1.847634,80,3.420396,220,0,0.1166018
07/03/16,12:38:00,1.857649,80,3.535253,220,0,0.1166018
07/03/16,12:39:00,1.847643,80,3.324703,220,0,0.1166018
07/03/16,12:40:00,1.857694,80,3.41757,220,0,0.1166018
07/03/16,12:41:00,1.857694,80,3.2692,220,0,0.1166018
07/03/16,12:42:00,1.847622,80,3.547291,220,0,0.1166018
07/03/16,12:43:00,1.857882,80,3.308633,220,0,0.1166018
07/03/16,12:44:00,1.857882,80,3.403558,220,0,0.1166018
07/03/16,12:45:00,1.857882,80,3.306283,220,0,0.1166018
07/03/16,12:46:00,1.847881,80,3.38987,220,0,0.1166018
07/03/16,12:47:00,1.847881,80,3.306248,220,0,0.1166018
07/03/16,12:48:00,1.847881,80,3.298952,220,0,0.1166018
07/03/16,12:49:00,1.857927,80,3.420384,220,0,0.1166018
07/03/16,12:50:00,1.857927,80,3.365542,220,0,0.1166018
07/03/16,12:51:00,1.857927,80,3.272175,220,0,0.1166018
07/03/16,12:52:00,1.847853,80,3.401465,220,0,1.28262
07/03/16,12:53:00,1.847853,80,3.46837,220,0,0.1166018
07/03/16,12:54:00,1.858012,80,3.436249,220,0,0.1166018
07/03/16,12:55:00,1.858012,80,3.440473,220,0,0.1166018
07/03/16,12:56:00,1.858012,80,3.367497,220,0,0.1166018
07/03/16,12:57:00,1.858012,80,3.416102,220,0,0.1166018
07/03/16,12:58:00,1.84781,80,3.20579,220,0,0.1166018
07/03/16,12:59:00,1.84781,80,3.196814,220,0,0.1166018
07/03/16,13:00:00,1.857813,80,3.394225,220,0,0.1166018
07/03/16,13:01:00,1.847806,80,3.173965,220,0,0.1166018
07/03/16,13:02:00,1.847834,80,3.327632,220,0,0.1166018
07/03/16,13:03:00,1.847834,80,3.213932,220,0,0.1166018
07/03/16,13:04:00,1.847834,80,3.235519,220,0,0.1166018
07/03/16,13:05:00,1.847864,80,3.281312,220,0,0.1166018
07/03/16,13:06:00,1.847864,80,3.439917,220,0,0.1166018
07/03/16,13:07:00,1.857901,80,3.253356,220,0,0.1166018
07/03/16,13:08:00,1.847635,80,3.245069,220,0,0.1166018
07/03/16,13:09:00,1.847635,80,3.214874,220,0,0
07/03/16,13:10:00,1.847736,80,3.201299,220,0,0.1166018
07/03/16,13:11:00,1.847736,80,3.262352,220,0,0.1166018
07/03/16,13:12:00,1.847736,80,3.303057,220,0,0.1166018
07/03/16,13:13:00,1.847736,80,3.157447,220,0,0.1166018
07/03/16,13:14:00,1.847736,80,3.244132,220,0,0.1166018
07/03/16,13:15:00,1.847736,80,3.359006,220,0,0.1166018
07/03/16,13:16:00,1.847736,80,3.348859,220,0,0.1166018
07/03/16,13:17:00,1.84771,80,3.094612,220,0,0.1166018
07/03/16,13:18:00,1.84771,80,3.296259,220,0,0.1166018
07/03/16,13:19:00,1.84771,80,3.030267,220,0,0.1166018
07/03/16,13:20:00,1.84771,80,3.153536,220,0,0.1166018
07/03/16,13:21:00,1.84771,80,3.043206,220,0,0.1166018
07/03/16,13:22:00,1.84771,80,3.069233,220,0,0.1166018
07/03/16,13:23:00,1.84771,80,3.036026,220,0,0.1166018
07/03/16,13:24:00,1.84771,80,3.03791,220,0,0.1166018
07/03/16,13:25:00,1.84771,80,2.951153,220,0,0
07/03/16,13:26:00,1.84771,80,3.038303,220,0,0.1166018
07/03/16,13:27:00,1.84771,80,2.93416,220,0,0.1166018
07/03/16,13:28:00,1.84771,80,2.958092,220,0,0.1166018
